loan_id,P1,P2,P3,P4,P4b,P5,amt,amt_stated,freq,n_src,ev,batch,n_inst,n_obs,on_time_rate,early_rate,late_rate,mean_delay,exposure,max_delay,first_delinq_k,first_delinq_frac,return_to_current_k,re_delinq_k,ever_delinq,n_unpaid,year,status,outcome,plan_len,purpose_len,amount,duration,rate,gender,age,job,income,expend,disposable,past_ordinary,past_early,past_late,past_overdue,past_loss,in_sample,inc17,exp17,disp17,capacity,amt_won,dur_m,req_pay,req_avg,pcg_abs,pcg_ratio,pcg_over,pcg_abs_avg,suffix,lnlen,bgroup,anchor,auto,day,multi,P3b,inc_anchor,cal_anchor,evt_anchor,auto_f,lnamt,past_ordinary_f,past_late_f,past_overdue_f,past_loss_f,past_m,male,P3v3,P4v3,anchor_v3,day_v3,multi_v3,batch_v3,v2b,v3b,income_doc,pay_sched_rx,S2,S3,salday
B120801-3,3,3,5,5,1,4,,0,월,2,남편 월급·세입자 보증금,17,6,6,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,224,1022,100만원,9개월,0.3,남자,38세,기술직,1200000.0,980000.0,,18.0,18.0,0.0,0.0,0.0,1,1200000.0,980000.0,220000.0,220000.0,1000000.0,9.0,136111.11111111112,125000.0,-83888.88888888888,0.6186868686868687,0.0,-95000.0,3,5.41164605185504,B120801-3,income,True,15.0,True,1,1,0,0,1,13.815510557964274,18.0,0.0,0.0,0.0,0,1,4,5,income,15.0,False,17,1,1,0,1,0.0,0.0,15.0
B120802-2,1,3,1,1,0,5,,0,,2,본업1년·새벽알바 중,17,2,2,0.0,0.0,1.0,16.0,32,31,1.0,0.5,,,1,0,2012,연체중,손실,141,855,150만원,9개월,0.3,남자,34세,영업직,1850000.0,1690000.0,,10.0,8.0,1.0,0.0,0.0,1,1850000.0,1690000.0,160000.0,160000.0,1500000.0,9.0,204166.66666666663,187500.0,44166.66666666663,1.2760416666666663,1.0,27500.0,2,4.948759890378168,B110818-3,,,,,0,0,0,0,0,14.22097566607244,10.0,1.0,0.0,0.0,0,1,1,1,,,,17,0,0,0,0,0.7142857142857143,0.0,
B120807-1,1,1,1,1,0,4,,0,,0,신용보고서 무연체,17,1,1,0.0,0.0,1.0,31.0,31,31,1.0,1.0,,,1,0,2012,연체중,손실,126,163,100만원,6개월,0.3,남자,53세,기타,2000000.0,1220000.0,,,,,,,1,2000000.0,1220000.0,780000.0,780000.0,1000000.0,6.0,191666.66666666663,181250.0,-588333.3333333334,0.2457264957264957,0.0,-598750.0,1,4.836281906951478,B120807-1,,,,,0,0,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,1,1,1,,,,17,0,0,0,0,2.380952380952381,15.873015873015872,
B120808-2,2,1,1,1,0,5,,0,,0,조기상환34건·면책,17,9,9,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,361,1038,350만원,15개월,0.3,여자,46세,콜센터,2000000.0,1460000.0,,95.0,76.0,2.0,0.0,0.0,1,2000000.0,1460000.0,540000.0,540000.0,3500000.0,15.0,320833.3333333334,280000.0,-219166.66666666663,0.5941358024691359,0.0,-260000.0,2,5.8888779583328805,B090815-3,,,,,0,0,0,0,0,15.068273526459642,95.0,2.0,0.0,0.0,0,0,1,3,,,,17,0,0,0,0,0.0,0.0,
B120816-12,2,4,1,1,0,4,,0,,1,월200만 취업 6일째,17,9,9,0.2222,0.0,0.7778,5.222,47,14,3.0,0.333,,,1,0,2012,정상종료,완납,307,566,100만원,9개월,0.3,남자,45세,운전직,2000000.0,1860000.0,,,,,,,1,2000000.0,1860000.0,140000.0,140000.0,1000000.0,9.0,136111.11111111112,125000.0,-3888.888888888876,0.9722222222222224,0.0,-15000.0,12,5.726847747587197,B120816-12,,,,,0,0,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,1,1,3,,,,17,0,0,0,0,0.0,0.0,
B120820-3,1,4,1,1,0,5,,0,,1,제조업 월200~250 수령,17,3,3,0.3333,0.0,0.6667,10.667,32,31,2.0,0.667,,,1,0,2012,연체중,손실,172,1178,100만원,9개월,0.3,여자,53세,생산직,2000000.0,1470000.0,,,,,,,1,2000000.0,1470000.0,530000.0,530000.0,1000000.0,9.0,136111.11111111112,125000.0,-393888.8888888889,0.2568134171907757,0.0,-405000.0,3,5.147494476813453,B120820-3,,,,,0,0,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,0,1,1,,,,17,0,0,0,0,0.5813953488372093,5.813953488372093,
B120822-6,3,5,3,3,1,4,,0,월,2,신랑270·본인130만,17,9,9,0.2222,0.0,0.7778,12.778,115,31,1.0,0.111,3.0,4.0,1,0,2012,연체중,손실,176,347,200만원,12개월,0.3,여자,47세,사무직,4000000.0,3380000.0,,5.0,0.0,13.0,1.0,0.0,1,4000000.0,3380000.0,620000.0,620000.0,2000000.0,12.0,216666.66666666663,193750.0,-403333.3333333334,0.3494623655913977,0.0,-426250.0,6,5.170483995038151,B110830-14,,,,,1,0,0,0,0,14.50865773852422,5.0,13.0,1.0,0.0,0,0,4,2,income,,False,17,0,1,0,1,0.0,0.0,
B120823-4,1,3,3,1,0,5,,0,,1,정규직 4년차·6.1% 인상,17,10,10,1.0,0.6,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,403,879,200만원,12개월,0.3,남자,47세,사무직,2550000.0,1940000.0,,96.0,76.0,3.0,0.0,0.0,1,2550000.0,1940000.0,610000.0,610000.0,2000000.0,12.0,216666.66666666663,193750.0,-393333.3333333334,0.355191256830601,0.0,-416250.0,4,5.998936561946683,B110709-5,,,,,0,0,0,0,0,14.50865773852422,96.0,3.0,0.0,0.0,0,1,1,1,,,,17,0,0,0,1,0.0,0.0,
B120823-5,1,3,1,1,0,4,,0,,2,부부 맞벌이 중,17,12,12,0.5833,0.0,0.4167,0.917,11,3,4.0,0.333,5.0,6.0,1,0,2012,정상종료,완납,64,867,150만원,12개월,0.3,여자,38세,간호사,1000000.0,210000.0,,17.0,8.0,7.0,0.0,0.0,1,1000000.0,210000.0,790000.0,790000.0,1500000.0,12.0,162500.0,145312.5,-627500.0,0.2056962025316455,0.0,-644687.5,5,4.158883083359672,B090103-2,,,,,0,0,0,0,0,14.22097566607244,17.0,7.0,0.0,0.0,0,0,1,1,,,,17,0,0,0,0,0.0,0.0,
B120827-12,1,5,3,1,0,4,,0,,3,신랑 연봉3400·상여500%,17,2,2,0.0,0.0,1.0,17.5,35,31,1.0,0.5,,,1,0,2012,연체중,손실,181,438,100만원,9개월,0.3,여자,36세,생산직,2300000.0,2020000.0,,3.0,2.0,6.0,1.0,0.0,1,2300000.0,2020000.0,280000.0,280000.0,1000000.0,9.0,136111.11111111112,125000.0,-143888.88888888888,0.4861111111111111,0.0,-155000.0,12,5.198497031265826,B111005-21,,,,,0,0,0,0,0,13.815510557964274,3.0,6.0,1.0,0.0,0,0,1,1,,,,17,0,0,0,0,0.0,0.0,
B120827-4,1,2,3,1,0,4,,0,,0,같은 일 지속·과거 상환,17,12,12,0.75,0.5833,0.25,5.417,65,28,4.0,0.333,5.0,7.0,1,0,2012,정상종료,완납,344,2471,250만원,12개월,0.3,여자,50세,일용직,1200000.0,740000.0,,52.0,42.0,20.0,5.0,0.0,1,1200000.0,740000.0,460000.0,460000.0,2500000.0,12.0,270833.3333333334,242187.5,-189166.66666666663,0.588768115942029,0.0,-217812.5,4,5.840641657373398,B110321-16,,,,,0,0,0,0,0,14.73180128983843,52.0,20.0,5.0,0.0,0,0,1,1,,,,17,0,0,0,0,1.4534883720930232,5.813953488372093,
B120828-8,5,4,4,1,0,5,240000.0,1,월,1,정규직 7년9개월 실수령400,17,9,9,0.7778,0.4444,0.2222,2.667,24,14,2.0,0.222,3.0,4.0,1,0,2012,정상종료,완납,685,309,200만원,9개월,0.3,남자,45세,생산직,4000000.0,2580000.0,,13.0,6.0,3.0,0.0,0.0,1,4000000.0,2580000.0,1420000.0,1420000.0,2000000.0,9.0,272222.22222222225,250000.0,-1147777.7777777778,0.1917057902973396,0.0,-1170000.0,8,6.529418838262226,B120306-6,calendar,True,,False,1,0,1,0,1,14.50865773852422,13.0,3.0,0.0,0.0,0,1,4,1,calendar,,False,17,1,1,0,0,0.0,1.4749262536873156,
B120902-4,2,5,1,1,0,5,,0,,3,급여140·부수입50~80,17,12,12,1.0,0.4167,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,551,641,150만원,12개월,0.3,남자,52세,시설관리업체,2000000.0,1450000.0,,20.0,5.0,1.0,0.0,0.0,1,2000000.0,1450000.0,550000.0,550000.0,1500000.0,12.0,162500.0,145312.5,-387500.0,0.2954545454545454,0.0,-404687.5,4,6.311734809152915,B110914-5,,,,,0,0,0,0,0,14.22097566607244,20.0,1.0,0.0,0.0,0,1,1,1,,,,17,0,0,0,0,0.0,1.8148820326678765,
B120903-3,3,4,5,1,0,4,,0,,2,사업체 운영+알바 시작,17,6,6,0.8333,0.5,0.1667,2.5,15,15,6.0,1.0,,,1,0,2012,정상종료,완납,205,586,100만원,6개월,0.3,남자,38세,기타,2900000.0,2390000.0,,,,,,,1,2900000.0,2390000.0,510000.0,510000.0,1000000.0,6.0,191666.66666666663,181250.0,-318333.3333333334,0.3758169934640522,0.0,-328750.0,3,5.3230099791384085,B120903-3,none,False,,False,0,0,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,1,1,1,,,,17,1,0,1,0,0.0,4.901960784313726,
B120904-13,1,2,3,1,0,2,,0,,0,2~3개월후 회사안정 기대,17,6,6,0.5,0.0,0.5,0.667,4,2,1.0,0.167,2.0,3.0,1,0,2012,정상종료,완납,84,324,100만원,6개월,0.3,여자,51세,사무직,2200000.0,1840000.0,,50.0,9.0,5.0,0.0,0.0,1,2200000.0,1840000.0,360000.0,360000.0,1000000.0,6.0,191666.66666666663,181250.0,-168333.33333333337,0.5324074074074073,0.0,-178750.0,13,4.430816798843313,B120904-13,,,,,0,0,0,0,0,13.815510557964274,50.0,5.0,0.0,0.0,0,0,1,3,,,,17,0,0,0,0,1.1904761904761905,11.904761904761903,
B120905-4,1,3,1,1,0,4,,0,,1,9년째 동일분야 근무,17,12,12,1.0,0.75,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,649,1292,200만원,12개월,0.3,여자,39세,사무직,1590000.0,1260000.0,,19.0,12.0,0.0,0.0,0.0,1,1590000.0,1260000.0,330000.0,330000.0,2000000.0,12.0,216666.66666666663,193750.0,-113333.33333333336,0.6565656565656565,0.0,-136250.0,4,6.47543271670409,B120905-4,,,,,0,0,0,0,0,14.50865773852422,19.0,0.0,0.0,0.0,0,0,1,1,,,,17,0,0,0,0,0.0,9.244992295839754,
B120906-6,1,3,1,1,0,3,,0,,2,바꿔드림론 승인 기대,17,7,7,0.0,0.0,1.0,12.429,87,31,1.0,0.143,,,1,0,2012,연체중,손실,155,87,100만원,12개월,0.3,남자,36세,영업직,1700000.0,1400000.0,,,,,,,1,1700000.0,1400000.0,300000.0,300000.0,1000000.0,12.0,108333.33333333331,96875.0,-191666.6666666667,0.361111111111111,0.0,-203125.0,6,5.043425116919247,B120906-6,,,,,0,0,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,1,1,2,,,,17,0,0,0,0,0.0,0.0,
B120907-2,1,3,1,1,0,5,,0,,1,정직원 전환·회생금 납입중,17,6,6,0.6667,0.3333,0.3333,2.167,13,9,3.0,0.5,5.0,,1,0,2012,정상종료,완납,405,1498,100만원,6개월,0.3,여자,35세,사무직,1300000.0,1160000.0,,5.0,2.0,4.0,1.0,0.0,1,1300000.0,1160000.0,140000.0,140000.0,1000000.0,6.0,191666.66666666663,181250.0,51666.66666666663,1.3690476190476188,1.0,41250.0,2,6.003887067106539,B120907-2,,,,,0,0,0,0,0,13.815510557964274,5.0,4.0,1.0,0.0,0,0,1,1,,,,17,0,0,0,0,0.0,2.4752475247524752,
B120907-4,1,2,1,2,1,3,,0,,0,현재 상황 호전 주장,17,8,8,0.875,0.625,0.125,0.875,7,7,3.0,0.375,4.0,,1,0,2012,정상종료,완납,265,391,150만원,9개월,0.3,여자,39세,기타,3700000.0,3360000.0,,21.0,11.0,16.0,0.0,0.0,1,3700000.0,3360000.0,340000.0,340000.0,1500000.0,9.0,204166.66666666663,187500.0,-135833.33333333337,0.6004901960784312,0.0,-152500.0,4,5.579729825986222,B091125-14,,,,,0,0,0,0,0,14.22097566607244,21.0,16.0,0.0,0.0,0,0,1,1,,,,17,0,0,0,1,0.0,0.0,
B120909-2,1,5,1,3,1,4,,0,,1,여름2000·겨울1500 매출,17,8,8,1.0,0.125,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,577,613,200만원,9개월,0.3,남자,45세,서비스업,6500000.0,6100000.0,,79.0,11.0,5.0,0.0,0.0,1,6500000.0,6100000.0,400000.0,400000.0,2000000.0,9.0,272222.22222222225,250000.0,-127777.77777777777,0.6805555555555556,0.0,-150000.0,2,6.3578422665081,B111207-18,,,,,0,0,0,0,0,14.50865773852422,79.0,5.0,0.0,0.0,0,1,1,1,,,,17,0,0,0,0,0.0,0.0,
B120911-1,2,5,1,1,0,5,,0,,2,재직2년·주말 일당6만,17,8,8,0.875,0.75,0.125,0.125,1,1,4.0,0.5,5.0,,1,0,2012,정상종료,완납,649,2706,100만원,9개월,0.3,남자,49세,기타,2300000.0,2160000.0,,16.0,11.0,5.0,0.0,0.0,1,2300000.0,2160000.0,140000.0,140000.0,1000000.0,9.0,136111.11111111112,125000.0,-3888.888888888876,0.9722222222222224,0.0,-15000.0,1,6.47543271670409,B110803-12,,,,,0,0,0,0,0,13.815510557964274,16.0,5.0,0.0,0.0,0,1,1,2,,,,17,0,0,0,0,0.0,1.547987616099071,
B120918-1,1,1,1,1,0,5,,0,,0,과거 2회 조기완납,18,9,9,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,133,384,100만원,12개월,0.3,남자,42세,사무직,1800000.0,1220000.0,,28.0,25.0,0.0,0.0,0.0,1,1800000.0,1220000.0,580000.0,580000.0,1000000.0,12.0,108333.33333333331,96875.0,-471666.6666666667,0.1867816091954022,0.0,-483125.0,1,4.890349128221754,B090707-6,,,,,0,0,0,0,0,13.815510557964274,28.0,0.0,0.0,0.0,0,1,2,1,,,,18,0,0,0,0,0.0,7.518796992481203,
B120918-3,2,3,4,1,0,5,,0,월,1,급여일 매월5일 재직,18,11,11,1.0,0.9091,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,46,928,200만원,12개월,0.3,남자,55세,기타,2750000.0,2080000.0,,66.0,56.0,5.0,5.0,0.0,1,2750000.0,2080000.0,670000.0,670000.0,2000000.0,12.0,216666.66666666663,193750.0,-453333.3333333334,0.3233830845771143,0.0,-476250.0,3,3.828641396489095,B110630-2,income,False,5.0,False,0,1,0,0,0,14.50865773852422,66.0,5.0,5.0,0.0,0,1,1,1,,,,18,1,0,1,1,0.0,0.0,
B120924-11,1,1,3,1,0,2,,0,,0,마음가짐 다짐뿐,18,1,1,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,202,428,150만원,12개월,0.3,남자,40세,사무직,1400000.0,880000.0,,3.0,2.0,4.0,1.0,0.0,1,1400000.0,880000.0,520000.0,520000.0,1500000.0,12.0,162500.0,145312.5,-357500.0,0.3125,0.0,-374687.5,11,5.308267697401205,B120924-11,,,,,0,0,0,0,0,14.22097566607244,3.0,4.0,1.0,0.0,0,1,2,1,,,,18,0,0,0,0,0.0,14.85148514851485,
B120924-15,3,3,4,1,0,4,,0,월,2,급여일21일 야근수당,18,6,6,1.0,0.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,77,716,150만원,6개월,0.3,남자,47세,사무직,3000000.0,2640000.0,,,,,,,1,3000000.0,2640000.0,360000.0,360000.0,1500000.0,6.0,287500.0,271875.0,-72500.0,0.7986111111111112,0.0,-88125.0,15,4.343805421853684,B120924-15,income,False,21.0,False,1,1,0,0,0,14.22097566607244,0.0,0.0,0.0,0.0,1,1,4,1,income,21.0,False,18,1,1,0,1,0.0,0.0,21.0
B120927-12,3,5,4,5,1,5,,0,월,4,5년운영 학원 월순익400만,18,11,11,1.0,0.5455,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,2410,563,200만원,12개월,0.3,남자,46세,학원,4000000.0,3850000.0,,26.0,17.0,1.0,0.0,0.0,1,4000000.0,3850000.0,150000.0,150000.0,2000000.0,12.0,216666.66666666663,193750.0,66666.66666666663,1.4444444444444442,1.0,43750.0,12,7.787382026484701,B120927-12,none,False,,False,0,0,0,0,0,14.50865773852422,26.0,1.0,0.0,0.0,0,1,1,5,,,,18,1,0,1,0,0.0,0.0,
B121002-3,2,5,3,1,0,4,,0,,2,택배 재직 월200만,18,6,6,1.0,0.5,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,519,386,250만원,6개월,0.3,남자,54세,운전직,2000000.0,1260000.0,,114.0,90.0,4.0,0.0,0.0,1,2000000.0,1260000.0,740000.0,740000.0,2500000.0,6.0,479166.6666666667,453125.0,-260833.3333333333,0.6475225225225225,0.0,-286875.0,3,6.251903883165888,B100222-15,,,,,0,0,0,0,0,14.73180128983843,114.0,4.0,0.0,0.0,0,1,1,1,,,,18,0,0,0,0,0.0,0.0,
B121002-4,1,1,3,1,0,4,,0,,0,과거 상환이력 있음,18,12,12,0.8333,0.3333,0.1667,0.167,2,1,7.0,0.583,8.0,10.0,1,0,2012,정상종료,완납,307,709,200만원,12개월,0.3,여자,48세,서비스업,4790000.0,4150000.0,,27.0,7.0,3.0,0.0,0.0,1,4790000.0,4150000.0,640000.0,640000.0,2000000.0,12.0,216666.66666666663,193750.0,-423333.3333333334,0.3385416666666666,0.0,-446250.0,4,5.726847747587197,B110208-15,,,,,0,0,0,0,0,14.50865773852422,27.0,3.0,0.0,0.0,0,0,2,1,,,,18,0,0,0,0,1.6286644951140066,9.771986970684038,
B121004-9,1,1,1,1,0,5,,0,,0,과거 조기상환 완료,18,1,1,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,85,412,300만원,24개월,0.3,남자,48세,공기업,3700000.0,2850000.0,,48.0,14.0,7.0,0.0,0.0,1,3700000.0,2850000.0,850000.0,850000.0,3000000.0,24.0,200000.0,164062.5,-650000.0,0.2352941176470588,0.0,-685937.5,9,4.442651256490317,B090804-12,,,,,0,0,0,0,0,14.914122846632385,48.0,7.0,0.0,0.0,0,1,2,1,,,,18,0,0,0,0,0.0,0.0,
B121011-1,2,4,4,1,0,3,,0,,1,취업확정 첫월급부터,18,9,9,0.0,0.0,1.0,19.222,173,31,1.0,0.111,,,1,0,2012,연체중,손실,361,528,100만원,9개월,0.3,남자,34세,기타,2300000.0,1280000.0,,,,,,,1,2300000.0,1280000.0,1020000.0,1020000.0,1000000.0,9.0,136111.11111111112,125000.0,-883888.8888888889,0.133442265795207,0.0,-895000.0,1,5.8888779583328805,B121011-1,income,False,,False,0,1,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,1,3,1,,,,18,1,0,1,0,0.0,0.0,
B121014-5,2,2,3,1,0,3,,0,,0,다음달 회생종료 예정,18,18,18,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,100,298,500만원,18개월,0.3,남자,57세,공기업,4600000.0,4420000.0,,49.0,43.0,0.0,0.0,0.0,1,4600000.0,4420000.0,180000.0,180000.0,5000000.0,18.0,402777.77777777775,343750.0,222777.7777777777,2.2376543209876543,1.0,163750.0,5,4.605170185988092,B091109-2,,,,,0,0,0,0,0,15.424948470398377,49.0,0.0,0.0,0.0,0,1,3,1,,,,18,0,0,0,0,0.0,10.20408163265306,
B121017-4,2,4,1,1,0,5,,0,,1,과거4회상환 수당20만증,18,8,8,1.0,0.875,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,333,545,500만원,15개월,0.3,여자,43세,콜센터,2000000.0,1600000.0,,90.0,74.0,1.0,0.0,0.0,1,2000000.0,1600000.0,400000.0,400000.0,5000000.0,15.0,458333.3333333333,400000.0,58333.333333333314,1.1458333333333333,1.0,0.0,4,5.808142489980444,B100505-17,,,,,0,0,0,0,0,15.424948470398377,90.0,1.0,0.0,0.0,0,0,2,3,,,,18,0,0,0,0,0.0,3.0303030303030303,
B121019-13,2,4,1,1,0,5,,0,,2,콜센터13개월 월165만,18,9,9,0.8889,0.7778,0.1111,1.778,16,16,9.0,1.0,,,1,0,2012,정상종료,완납,299,628,100만원,9개월,0.3,여자,34세,콜센터,1750000.0,1270000.0,,10.0,9.0,1.0,0.0,0.0,1,1750000.0,1270000.0,480000.0,480000.0,1000000.0,9.0,136111.11111111112,125000.0,-343888.8888888889,0.2835648148148148,0.0,-355000.0,13,5.700443573390687,B121019-13,,,,,0,0,0,0,0,13.815510557964274,10.0,1.0,0.0,0.0,0,0,2,1,,,,18,0,0,0,0,0.3367003367003366,0.0,
B121023-1,2,3,4,1,0,4,,0,,2,무연체이력 월급인상,18,17,17,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,317,277,500만원,18개월,0.3,남자,48세,영업직,3110000.0,2690000.0,,52.0,47.0,0.0,0.0,0.0,1,3110000.0,2690000.0,420000.0,420000.0,5000000.0,18.0,402777.77777777775,343750.0,-17222.222222222248,0.958994708994709,0.0,-76250.0,1,5.75890177387728,B100707-15,calendar,True,,True,0,0,1,0,1,15.424948470398377,52.0,0.0,0.0,0.0,0,1,3,1,,,,18,1,0,1,0,0.0,0.0,
B121027-1,3,4,5,2,1,5,,0,월,2,애슐리 월105만 계약,18,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,261,2096,150만원,12개월,0.3,여자,50세,기타,2450000.0,2350000.0,,51.0,51.0,0.0,0.0,0.0,1,2450000.0,2350000.0,100000.0,100000.0,1500000.0,12.0,162500.0,145312.5,62500.0,1.625,1.0,45312.5,1,5.564520407322694,B120116-5,income,True,25.0,True,1,1,0,0,1,14.22097566607244,51.0,0.0,0.0,0.0,0,0,5,2,income,25.0,True,18,1,1,0,1,0.0,0.0,
B121030-3,3,1,4,1,0,2,,0,월,0,근거 제시 없음,18,12,12,0.6667,0.0,0.3333,0.75,9,4,1.0,0.083,4.0,10.0,1,0,2012,정상종료,완납,143,659,100만원,12개월,0.3,남자,33세,기술직,1500000.0,950000.0,,28.0,11.0,12.0,0.0,0.0,1,1500000.0,950000.0,550000.0,550000.0,1000000.0,12.0,108333.33333333331,96875.0,-441666.6666666667,0.1969696969696969,0.0,-453125.0,3,4.962844630259907,B121030-3,calendar,False,27.0,False,1,0,1,0,0,13.815510557964274,28.0,12.0,0.0,0.0,0,1,4,1,calendar,27.0,False,18,1,1,0,1,0.0,13.986013986013988,27.0
B121031-2,2,5,4,3,1,4,,0,,3,10년근속 퇴직금200만,18,24,24,0.7917,0.625,0.2083,0.958,23,12,12.0,0.5,13.0,16.0,1,0,2012,정상종료,완납,1434,959,300만원,24개월,0.3,남자,50세,보험설계사,4600000.0,4160000.0,,100.0,82.0,21.0,0.0,0.0,1,4600000.0,4160000.0,440000.0,440000.0,3000000.0,24.0,200000.0,164062.5,-240000.0,0.4545454545454545,0.0,-275937.5,2,7.268223021159565,B091207-22,event,False,,False,0,0,0,1,0,14.914122846632385,100.0,21.0,0.0,0.0,0,1,3,1,,,,18,1,0,1,0,0.2100840336134453,0.7002801120448179,
B121101-1,2,4,4,1,0,5,,0,,1,월급200만 급여일5일,18,6,6,1.0,0.3333,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,78,390,100만원,6개월,0.3,여자,42세,간호사,2000000.0,190000.0,,15.0,8.0,0.0,0.0,0.0,1,2000000.0,190000.0,1810000.0,1810000.0,1000000.0,6.0,191666.66666666663,181250.0,-1618333.3333333335,0.1058931860036832,0.0,-1628750.0,1,4.356708826689592,B121101-1,income,False,5.0,False,0,1,0,0,0,13.815510557964274,15.0,0.0,0.0,0.0,0,0,1,1,,,,18,1,0,1,1,0.0,0.0,5.0
B121104-1,3,5,5,1,0,5,,0,월,2,정규직 급여명세 3회,18,3,3,0.3333,0.0,0.6667,13.667,41,31,2.0,0.667,,,1,0,2012,연체중,손실,1024,359,100만원,6개월,0.3,남자,34세,생산직,2000000.0,1320000.0,,,,,,,1,2000000.0,1320000.0,680000.0,680000.0,1000000.0,6.0,191666.66666666663,181250.0,-488333.3333333334,0.2818627450980391,0.0,-498750.0,1,6.931471805599453,B121104-1,income,True,,False,1,1,0,0,1,13.815510557964274,0.0,0.0,0.0,0.0,1,1,4,1,income,,False,18,1,1,0,1,0.0,2.9469548133595285,
B121106-10,2,1,3,3,1,2,,0,,0,다짐뿐 월세3개월연체,18,9,9,0.7778,0.4444,0.2222,0.667,6,5,6.0,0.667,7.0,9.0,1,0,2012,정상종료,완납,239,851,100만원,9개월,0.3,여자,37세,사무직,1200000.0,1190000.0,,14.0,8.0,4.0,0.0,0.0,1,1200000.0,1190000.0,10000.0,10000.0,1000000.0,9.0,136111.11111111112,125000.0,126111.11111111112,13.611111111111112,1.0,115000.0,10,5.476463551931511,B121106-10,,,,,0,0,0,0,0,13.815510557964274,14.0,4.0,0.0,0.0,0,0,3,3,,,,18,0,0,0,0,0.0,0.0,
B121107-3,1,2,3,1,0,2,,0,,0,사무실 인수 기대,18,19,19,1.0,0.8421,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,418,794,600만원,24개월,0.3,여자,43세,보험설계사,3000000.0,2830000.0,,125.0,120.0,0.0,0.0,0.0,1,3000000.0,2830000.0,170000.0,170000.0,6000000.0,24.0,400000.0,328125.0,230000.0,2.3529411764705883,1.0,158125.0,3,6.035481432524756,B090406-6,,,,,0,0,0,0,0,15.60727002719233,125.0,0.0,0.0,0.0,0,0,1,1,,,,18,0,0,0,0,0.0,2.409638554216868,
B121108-10,5,3,3,1,0,4,280000.0,1,월,1,지출표에 월상환28만 반영,18,13,13,0.8462,0.4615,0.1538,0.231,3,2,3.0,0.231,4.0,8.0,1,0,2012,정상종료,완납,686,997,450만원,21개월,0.3,남자,52세,서비스업,2400000.0,2340000.0,,60.0,44.0,5.0,0.0,0.0,1,2400000.0,2340000.0,60000.0,60000.0,4500000.0,21.0,326785.7142857143,273214.28571428574,266785.7142857143,5.446428571428572,1.0,213214.2857142857,10,6.530877627725885,B110713-20,,,,,0,0,0,0,0,15.319587954740548,60.0,5.0,0.0,0.0,0,1,1,2,,,,18,0,0,0,0,0.0,0.0,
B121109-11,3,4,4,1,0,5,,0,월,1,급여일21일 월150만,18,12,12,0.75,0.5833,0.25,1.0,12,10,4.0,0.333,5.0,7.0,1,0,2012,정상종료,완납,370,914,200만원,12개월,0.3,여자,45세,기타,1500000.0,1190000.0,,19.0,14.0,5.0,0.0,0.0,1,1500000.0,1190000.0,310000.0,310000.0,2000000.0,12.0,216666.66666666663,193750.0,-93333.33333333336,0.6989247311827955,0.0,-116250.0,11,5.91350300563827,B100513-11,income,True,21.0,False,1,1,0,0,1,14.50865773852422,19.0,5.0,0.0,0.0,0,0,4,2,income,21.0,False,18,1,1,0,1,0.546448087431694,2.73224043715847,
B121119-7,1,5,1,1,0,5,,0,,2,본인165만+남편생활비,18,15,15,0.8667,0.6667,0.1333,0.133,2,1,5.0,0.333,7.0,,1,0,2012,정상종료,완납,343,597,300만원,21개월,0.3,여자,46세,기타,2650000.0,2450000.0,,54.0,45.0,31.0,5.0,0.0,1,2650000.0,2450000.0,200000.0,200000.0,3000000.0,21.0,217857.14285714287,182142.8571428572,17857.14285714287,1.0892857142857144,1.0,-17857.14285714281,7,5.83773044716594,B110111-4,,,,,0,0,0,0,0,14.914122846632385,54.0,31.0,5.0,0.0,0,0,1,1,,,,18,0,0,0,0,3.519061583577713,0.0,
